3926
3 105 381 436
3 289 467 79
3 406 58 349
3 264 41 183
3 157 6 271
3 237 358 91
3 317 93 110
3 461 36 372
3 197 226 25
3 232 325 239
3 92 45 163
3 336 340 332
3 464 210 349
3 194 51 116
3 494 266 220
3 69 13 133
3 496 414 136
3 6 36 23
3 242 355 327
3 289 469 345
3 136 200 19
3 97 408 130
3 77 321 16
2 214 138
3 161 227 378
6 13 56 446 217 127 437
6 201 273 448 58 108 101
5 170 498 336 487 452
6 429 306 54 427 391 434
6 373 85 80 318 93 228
6 44 408 10 155 267 266
6 50 335 372 449 329 246
6 386 14 40 11 43 239
6 211 344 491 334 44 35
6 81 411 73 425 455 152
6 343 239 294 69 197 327
6 19 138 22 285 243 132
6 336 60 233 48 160 159
6 274 252 65 332 441 471
6 108 160 54 85 402 63
6 79 470 123 28 1 265
6 346 126 212 399 366 134
6 308 431 91 100 446 212
5 305 213 373 93 285
5 15 351 191 100 296
5 389 135 392 393 492
5 492 123 31 90 15
5 328 300 156 121 245
5 224 306 10 259 489
5 203 85 413 173 119
5 65 53 240 317 430
5 465 155 144 48 273
6 407 10 59 215 256 332
5 451 480 42 417 111
5 229 94 328 2 457
4 442 320 360 316
5 103 57 106 377 361
5 470 266 326 363 155
5 116 377 167 164 231
5 35 468 471 473 442
4 120 449 6 231
6 197 45 314 92 267 137
6 251 491 252 24 263 96
6 212 52 159 133 399 55
6 479 10 95 94 139 7
6 302 98 60 5 354 342
6 436 172 240 152 412 63
6 151 371 391 67 125 262
6 394 197 344 455 245 108
6 64 366 289 33 51 457
6 253 359 33 307 47 255
5 258 46 474 247 293
4 469 417 492 179
5 390 6 214 10 256
5 477 441 132 296 476
5 67 55 440 215 477
5 406 94 419 237 365
5 383 392 237 316 487
5 202 213 317 332 217
5 440 166 78 42 375
5 73 125 60 166 422
6 33 402 307 47 341 236
5 470 211 80 373 69
5 137 267 368 406 313
5 412 74 4 266 198
6 1 97 313 71 336 189
5 15 31 165 500 300
5 170 318 451 262 346
5 176 245 28 325 231
5 256 1 59 321 319
5 238 278 247 177 306
5 437 195 190 350 2
5 499 354 486 295 100
5 3 475 243 18 429
5 491 86 157 326 39
5 322 115 470 56 240
5 120 106 363 231 56
5 478 327 248 329 63
6 413 489 39 58 490 226
6 245 292 492 197 439 12
6 247 318 64 406 458 146
6 65 2 185 474 357 284
6 112 40 431 435 177 284
6 274 240 338 383 488 245
6 51 347 462 105 193 88
6 99 489 79 343 371 123
6 355 360 65 366 392 176
6 432 59 52 429 18 62
6 497 354 202 219 26 486
6 475 491 45 415 155 296
6 403 302 224 37 425 78
6 358 406 58 456 310 137
6 456 467 445 323 359 491
6 34 256 474 339 68 166
6 499 67 74 271 279 122
6 25 212 341 490 49 284
6 306 327 222 368 280 63
6 352 171 207 390 164 226
6 106 185 214 207 411 96
6 95 497 449 125 139 188
6 107 284 185 22 210 466
6 488 262 121 94 176 118
6 268 145 337 339 129 102
6 197 186 111 40 225 222
6 270 490 95 422 185 39
6 223 3 122 108 294 326
6 151 418 285 208 121 51
6 162 127 95 490 482 25
6 42 350 426 332 435 37
6 431 70 479 254 189 410
6 359 166 262 85 37 161
6 14 485 10 442 17 67
6 419 7 406 237 297 370
6 146 145 72 24 196 20
6 460 164 171 104 445 163
6 56 416 385 363 478 340
6 271 123 130 469 470 197
6 471 155 303 343 297 40
6 493 272 485 366 186 159
6 148 146 129 256 166 274
6 455 22 165 29 128 360
6 368 274 456 9 179 268
6 296 391 398 165 421 67
6 480 449 463 259 370 423
6 472 7 93 85 284 357
6 436 145 67 17 341 72
6 476 235 4 383 280 458
6 348 497 102 296 140 483
6 274 93 499 338 41 194
6 461 464 87 170 155 403
6 291 43 185 175 126 99
6 258 311 349 474 306 376
6 415 156 439 393 341 330
7 171 78 238 450 203 278 248
